userName,score,at,content
Riandra Satya Dhiaulhaq,3,2022-09-25 11:34:57,Film nya gak update film tidak lengkap mungkin kedepan nya lebih banyak film nya
Petrus Evan,5,2022-09-25 08:55:03,Sangat bagus karena film-filmnya bagus semua Nih👍👍👍👍👍
BONVA CITY,5,2022-09-24 20:10:41,Pengalaman Saya Menonton dengan paket Smart phone juga cukup & Sangat terjangkau serta Resolusi video Netflix seperti menggunakan bravia Enggine 👍⭐ ⭐ ⭐ ⭐ ⭐
fajar ramadhani,1,2022-09-24 19:24:35,"Saya kecewa nonton 2 HP sekarang tidak bisa, nonton 1 HP ttp tidak bisa pdhal bayar kdang gamuncul gambar judul judul film pas mau ditonton loading lama bngt ujung ujung nya gajadi nonton"
IQBAL FAKHRIYANTO,2,2022-09-24 12:44:28,Subtitle tidak terlihat di background yang terang dan putih
Hengky Kurniawan,3,2022-09-24 00:31:05,"Setiap perpanjangan, pembayarannya sulit, hanya bisa debet dan kartu kredit, dan selalu berubah-ubah cara pembayaran perpanjangan anggota"
Wilda Octaviany,4,2022-09-23 13:34:48,"Sejauh ini Filmnya keren kerenn tapi ada 1 yg disayangkan, klo lagi nonton kadang videonya ngepause tapi audionya ttp jalan dan mesti nunggu bbrpa detik.. Yaaa walopun menunggu itu membosankan Yg lainnya menurutku lancar"" jaa 😉"
Fauzi,5,2022-09-23 08:38:54,"Tolong teks terjemahannya diperbaiki agar terlihat jika latar belakang cahaya filmnya terang, terima kasih."
Rengganis Mustika wijaya,1,2022-09-22 12:16:23,Tidak bisa di buka kenapa toh? Udah gak berfungsi emang ini apk? Padahal mau nonton little woman di Netflix. Mending nonton yg bajakannya aja deh daripada di aplikasi ribet.
Rananda Rananda,1,2022-09-22 11:39:41,"Apk gak guna,gak jelas,gak usah bikin apk lah ya dek dek"
Afid Ferdiyan,3,2022-09-21 19:29:03,"Setelah update malah ga bisa masuk via smartphone, muncul error -1014, padahal di android tv lancar."
Yogi Lesmana,1,2022-09-21 19:07:06,buat apa bisa di download kalo habis subs gabisa diplay yg hasil downloadannya?
Julien Venchy,1,2022-09-21 15:50:36,Aplikasinya parah lgin email sad udah bener malah salah Mulu parah
Dicky Hari frawira,1,2022-09-21 14:41:15,Tolol ketimbang buat akun aja susah nya minta ampun mendingan Bstation sekali masuk langsung bisa nonton gak perlu login gak kayak Netflix susahnya kayak nyari sehelai uban yang jatoh di tumpukan tepung
jin nisme,3,2022-09-21 05:58:01,Kenapa ketika saya buka film error mulu? Apakah ada bug?
Cs Kazia4,2,2022-09-20 15:10:27,Ada iklan mulu ganggu
Egi Acincay,5,2022-09-20 13:17:09,Tempat streaming terbaik tpi agak sedikit mahal bagi saya ya
Tatia Mey,1,2022-09-20 12:24:59,Bingung udh daftar cm bolak balik ke awal lg
Ardhanz By The Way,5,2022-09-20 07:34:26,"tolong di update lagi aplikasinya, saya udah langganan Ultra Super HD tapi waktu saya play vidionya malahan gak HD, bukan gak HD warna di hp saya seperti ketiban warna putih jadi kesan warnanya seperti hitam putih, saya putar balik hp saya pas waktu putar vidionya hd, pas waktu dimiringkan gambarnya ketiban warna putih, device poco X3 gt"
Fun Girl,1,2022-09-20 02:33:39,"Pengalaman yang mengecewakan, banyak film-film dan tv series yang dihapus, subtitle nya juga masih sering ada bug, langganan saya dengan Netflix sangat tidak memuaskan, saya berharap pihak Netflix dapat segera memperbaikinya secepat mungkin."
Agnes Tika,3,2022-09-19 16:23:59,Ka kenapa ya sk black sreen kl pk screen mirroring? Kdg bs tp sering black screen pdhl ud di instal..update ios..colok mati tv..restart hp..dll ud semua deh .ttep gbs 😭 tp kl ntn youtube bs
Nuni aryanti Aryanti,1,2022-09-19 01:37:16,Buruk sekali udah pake hp 5 tetap tidak bisa di buka
Me Ru,1,2022-09-18 22:40:22,Skrg ko gabisa buat download film si padahal dulu bisa
Adit Muhammad,1,2022-09-18 15:40:14,"Rugi download,, rugi jadi member,, sudah mahal,, tidak lengkap lagi acaranya"
pas indra,4,2022-09-18 12:01:50,Keluhan saya hanya pada film yang di tawarkan kurang banyak. Banyak film yang saya cari tidak ada di netflix
Ichan Raharjo,1,2022-09-17 22:04:13,"Udah mulai berhenti langganan, filmnya masih bagusan DisneyHotstar lebih update yg baru tayang di bioskop sudah ada, di Netflix tidak ada film terbaru... Woi kenapa masih di potong kan sudah berhenti berlangganan, maksa banget lu..."
Virghikal Birru U.P,3,2022-09-17 18:52:42,"tolong subtitle nya dikasih background donk, kalo full putih sering gak kebaca"
Adang,5,2022-09-17 13:32:26,Tidak bisa di buka di aplikasi saya padahal udah daftar saldo gopay udah terptong
Rimonaliu_67,5,2022-09-17 11:42:30,"😒 Keterlaluan sih yg ngasih ☆ 1 hanya karena masalah subtitle ga jelas cuma warna putih, padahal kan bisa diubah di pengaturan sub. 🤩 Sejauh ini suka banget sih ama Netflix. Acara TV dan film-filmnya seru, baik itu dari Netflix atau bukan. Saran aja sih, Netflix masukin daftar film dan acara TV yg akan berhenti tayang di Netflix. Sayangnya, katanya Netflix bakal ada iklannya bulan 11 tahun ini, dan katanya nanti episode tiap series bakal ga di masukin sekaligus. 😕"
Arief Noegroho,1,2022-09-16 16:07:58,"Udah download app, dan login nya makin ribet...."
adit sagio,5,2022-09-16 15:11:14,"Untuk yg gak tau cara ubah warna Subtitle nya bisa cek di youtube,,"
Rohmah Agung,3,2022-09-16 08:13:03,Kenapa sekarang film nya gk ada yg smpe tamat semua ya kabanyakan ngegantung cerita nya
Salma Aulia,2,2022-09-16 04:43:21,"Subtitle nya plis, nyusahin banget. Jadi gak bisa ke baca gara gara wana putih"
Yovitha Dian APR,3,2022-09-16 02:19:20,Saya sudah download tpi berkali2 ttap tidak bisa masuk ke aplikasi.
Marlina Shakila,1,2022-09-15 23:58:16,Sering gangguan tdk bisa login Selalau bermasalah Saat nonton sering log out dngan sendirinya Kacau sih..... Saat hub call center jg tdk ada solusi
eggball,1,2022-09-15 19:38:11,"gk ada setting subtitle, scene terang subtitle gk kebaca."
Muhamad Fajar,3,2022-09-15 12:06:16,"Request Pertaruhan series dong, saya udh berlangganan buat nonton itu, ternyata cuma movienya nya doang, seriesnya kemana? 😭😭"
Andi Fa,1,2022-09-15 07:09:04,"Ehh..knp yah setiap kali nonton katanya akun d gunakan banyak oran, pada hal yg gunakan saya sendiri, gimana sihh.. Ato ini salah satu strategi buat upgrad paketannya 🤣🤣"
Fahmi Fadilah,1,2022-09-14 14:48:23,Kenapa saya sudah bayar ko gak bisa dibuka gabisa masuk netflix nya
K . A . P,5,2022-09-14 14:39:16,"Sudah bgs ni aplikasi cuman di kurangin aja harganya. Trs di setting seperti harga per tahun, per bulan jadi lebih enak. Update lagi ya"
Fatir Azura,1,2022-09-14 14:14:35,Knp sangat susah sekali untuk login ke Netflix
Egidia Mole,1,2022-09-14 14:10:45,Sdh bayar utk prpanjangn VIP entah kenapa masih saja kluar ke menu utama tiap kali putar video dan masih mncul iklannya. Kyaknya terakhir bulan in jdi lngganan VIP stelah itu UNINSTAL. Males udah mau smggu tdk ad prubahan sdh instal uninstal msih saja.
yulihatini bpjs,5,2022-09-14 13:40:31,Subtitle tolong warny diganti biar kelihatan pas warna terang
Dede Dyah Avry,3,2022-09-14 10:45:11,"Tolong dong banyakin film warkop dki nya, masa udh bayar tapi film gak lengkap"
Mega Wati,1,2022-09-14 04:58:12,"Gak bisa di buka guy, padahal sebelumnya bisa kenapaaaaaaa"
gayuh shakespeare,1,2022-09-14 04:23:50,"Klo bisa ditambahin menu edit subtitle, gajelas soalnya"
Tio,1,2022-09-14 04:08:32,"uninstall sudah, masa paketnya ga bertahan 1 bulan yang ada hanya 11 hari saja, ga direkomendasikan untuk install yang ada rugi, beli paketnya ga sampai sebulan dasar aplikasi penipu"
Salsa Nabilla,1,2022-09-14 00:43:41,subtitle nya mohon diperbaiki lagi. masa font nya cuma warna putih gitu.. jadinya pas scene nya terang subtitle nya ga keliatan
limi sama,4,2022-09-13 17:03:58,"Tolong di perbaiki untuk subtitle nya jangan warna putih terus , sesuai kan dengan film nya dong. Soalnya kalau di tempat yang putih teks subtitle nya tidak kelihatan sulit di baca."
azizah filya,5,2022-09-13 16:21:24,"buat yang komen tentang subtitle yang ga keliatan apalah itu, kalian main nya kurang jauh guysss itu ada caranya buat ubah style font, shadow, warna, dll yang kalian mau, kalo gatau caranya liat tutor youtube. sekian terimakasih"
ghiralfikri Yusup,1,2022-09-13 16:06:33,Netflix kon gw udah daftar pake akun google tapi email salah mulu semoga Netflix mu ga laku lagi
Aliya Nurhidayah,1,2022-09-13 13:59:48,"Berlangganan paket 120rb karna baru nyoba Taunya gak bisa nonton di tv,buka layar utama muncul gambar tapi pas putar film gelap/tidak ada gambar hanya ada suara. Tapi pas sya matiin miracast nya bisa nonton nya cuma di hp ternyata. Coba buka lk2* ya normal2 aja ga ada masalah bisa nnton film"
Dina Novita,1,2022-09-13 03:35:28,Tidak bisa digunakan padahal sudah daftar
Tara Kiaini,1,2022-09-12 13:48:52,"Haha udah semngat 45 download neflix tahan ambil paket 24 gb untuk nonton, gaktauhnya bayarrr😆 uninstal dongg. Yuk gais viu ajaa recomend"
Acep Supri,1,2022-09-12 11:38:09,"Subtitle nya jangan warna putih dong -_-"", trus kenapa ga bisa di nonton lebih dari 1 gadget, padahal ambil yang 4 device"
Lestari Lestari,1,2022-09-12 07:31:31,Susah banget masuk ke netflix nya susah daptar nya
Muhamad Ali,5,2022-09-12 01:08:05,Kenapa yg lain komplain tapi gua lancar2 ajah ya
Anang Diananto,1,2022-09-11 22:28:39,"Layar hitam , loading terus klu pakai tv Andoid dan pakai wifi telkom , engak tahu kemana ku mengadu soal ini"
Hendri sabio,1,2022-09-11 18:27:57,"Saya sudah daftar dan giliran mau di buka aplikasinya hanya trtulis hampir selesai,padahal sudah terdaftar di webside,ga jelas aplikasinya.."
Mukhamad Umam efendi,1,2022-09-11 14:23:06,Gak berguna gimana cara hapus aplikasi ini tolong kenapa gak bisa di hapus ???? Pemaksaan bangetttt
Ria Dara,4,2022-09-11 12:00:14,Kenapaa setiap saya lagi nonton sering berhenti sendiri jadi sngt ganggu bgt
Ahmad Saukani,1,2022-09-10 17:42:06,"Aplikasi nya kurang bagus Setiap di Carikan nama movie yg muncul malah yg lain Gak jelas , nyesal udah bayar bulanan"
Istiqomah El Fansa,2,2022-09-10 15:37:53,Please netfix tolong perbaiki subtitle utk smart tv kecil amat fontnya
Sinthia Thia,4,2022-09-10 15:12:44,Teksnya jangan warna putih donk
Mistoyo Toyo,1,2022-09-10 06:20:12,"Susah loginnya email ini salah email itu salah, padahal itu email saya semua,, sorry dg terpaksa saya hapus lagi.. Karena sepertinya,, bukan ngasih jalan keluar dg mudah,, malah ngasih kesulitan,, terimakasih.."
Dewi Funizza,1,2022-09-10 00:06:35,Ribet masuk nya udah langganan masih ajjh repot skrg susah masuk
Ani Nur,1,2022-09-09 16:29:25,"Susah bgt login y netflix ga kaya aplikasi lain ,,"
나나,1,2022-09-09 14:53:49,"ga bisa dibuka, tolong dong aplikasinya di benerin... saya udah bayar mahal² malah ga bisa di buka aplikasinya😭😭 kecewa berat"
meliantz 09,3,2022-09-09 13:43:49,"Keluhan saya hanya pada subtitle sering ga keliatan kalo background nya terang karena warna hurufnya putih dan ga pake shadow. Sangat menggangu terutama pas nonton anime, kalo untuk yang lainnya sudah oke. Mohon diperbaiki"
Jely Tewu,3,2022-09-09 12:04:33,Banyak Film tidak ada subtitel Indo.. padahal sdh langganan premium
Cheste Ray04,1,2022-09-09 00:43:58,sy baru sj mendaftar dan membayar iurannya. tp ketika ingin menonton di minta untuk mendaftar lg... berulang kali sy logout dan log in ttp sj tdk bisa masih ttp di minta untuk mendaftar
Natasyah Akserah,1,2022-09-08 20:49:00,Gak bisa daftar nya
Achmad Rofiq,5,2022-09-08 15:26:13,"Kalau boleh memberi saran, mungkin untuk subtitle bisa dikasi warna outline seperti hitam agar tetap terlihat saat scene pada acara/film terlalu terang (yang membuat subtitle tidak terlihat). Terima kasih :))"
Indri Haryany,5,2022-09-08 14:56:41,Sayang susah banget untuk pembayarannya 😭😢 padahal pengen langganan.
Ardiansyah Adam,3,2022-09-08 07:44:35,"Aku kasi bintang tiga saja dulu, masalah nggaj tau kayak gimana aplikasinya"
viktor ranggu,5,2022-09-08 00:04:57,Film filmnya keren hanya metode pembayarannya atau berlangganannya harus dipermudah dan bekerjasama dengan bank
Rizki Nugraha,1,2022-09-07 18:25:25,Mahaaallll tapi kualitas jelek apalagi subtitle nya ngaco
Rahma Wati,1,2022-09-07 14:11:21,"Saya berlanggangan. Menggunakan email pribadi. Keluhan saya adalah ketika saya menggunakan wifi (indiehome) Netflix terus loading ketika memutar video bahkan kadang beranda pun tidak bisa dimuat, halaman depan film atau drama hitam. Tapi ketika saya menggunakan data seluler netflix berjalan lancar. App yg sama tidak ada masalah menggunakan wifi atau data seluler. Ini sangat merugikan saya karena saya sudah berlangganan."
The Bob,3,2022-09-07 11:33:39,"Untuk subtitlenya mungkin bisa dikasih outline hitam , jadi biarpun adegan film saat berwarna terang masih kelihatan untuk sub yang warna putih"
Sen,1,2022-09-07 01:34:21,Punya website buat apa kalau dibuka mlah di oper mulu ke applikasi netflix?
Andre Saragih,1,2022-09-06 18:47:42,"Nipu banget, katanya semua film ada tanpa terbatas. Udah cari²un film yang mau ditonton malah gak ada. Rugi juga bayar 54.000 ..... GAK JELAS BANGET"
Suhardi Su,4,2022-09-06 13:54:10,"Apk ny bgs si, cm klw msk tu hrs log-in dlu, kn klw org yg mw cpt"" nntn / yg gbs ngisi ny pusing. Mnrt gw y log-in ny d hps aj, jd gsh pke log-in²an lg. Trs klw udh update it hrsny jd lbh bgs, tp ini udh bgs kok"
Sutris Prasetio95,1,2022-09-06 13:43:52,"Kok muter2 ga bisa2 login Uda daftar juga suruh keluar masuk lagi d suruh keluar lgi,gitu2 terus"
Zuoran,1,2022-09-06 10:40:40,"Tolong untuk Netflix subtitle-nya lebih baik dikasih shadow aja, masa subtitle kualitas kampungan banget lol cuma warna putih font biasa tanpa shadow, kalo waktu scene yang terang/cahaya putih mah gabakal keliatan itu subtitle. Kirain kualitas subtitle bakalan bagus kayak di trailer-trailernya Netflix, eh ternyata zonk. Satu lagi, kalo opsi ganti resolusi pun gak simple & jelas. Kalo gini mah mending nonton yang ilegal/bajakan, kualitas subtitle dan opsi resolusi lebih mudah, bagus & bervariasi."
surya ndut,3,2022-09-06 05:00:36,hasil gambar ok subtitle nya terlalu terang bordir nya gak kelihatan jadi saat baground putih subtitle gak terbaca mohon untuk upgrade berikutnya ad pengaturan subtitle.
Sandi,1,2022-09-05 18:28:23,"Warna Subtitlenya jelek, putih doang kaga ada bayangannya, kalo ketemu scene banyak cahaya/putih2 kaga keliatan, kaga kepikiran kah buat subtitle yg pake bayangan? Para pembajak aja udah kepikiran ini dari jaman kapan dah"
StuPid Gaming,1,2022-09-05 16:52:35,Apk buruk banget abis update gak bisa daftar
Andi Dirgah,5,2022-09-05 12:10:10,"Tolonglah diturunin biaya bulanan, atau kasih promo gitu."
Inal Hamzah,5,2022-09-05 10:44:46,"Gambar burik utk mobile, ud setting high resolusi di pengaturan akun ,mentok di SD ,di pemrosesan gambar, padahal hp resolusi full HD, di paket premium, Subtitle putih untuk anime tanpa backgroud samar saat latar putih, jadi tidak terbaca, padahal pengaturan sudah diatur backgroud subtitle hitam"
Riky Budiman,2,2022-09-05 09:17:47,Beberapa film textnya bahas tidak terbaca Beberapa film tidak ada translate ke bahasa
Abid Firdaus,1,2022-09-05 08:33:13,Apk gj nonton black clover mau dari episode 1 malah langsung 52 cari episode 1 ga ada gembel anj najis
Moh. Ikrom,1,2022-09-05 04:04:23,"Seharusnya pihak netflix lebih teliti dan selektif dalam memilih film yang ditayangkan jangan sampai ada unsur penghinaan terhadap agama, semoga menjadi pelajaran."
Irvan Syobari,5,2022-09-05 00:59:10,"Aku langganan baru d aplikasi ini, Aku minta tlong d murahkan harga premium diamondnya dan terjangkau oleh semua kalangan usia."
Putri Utami,5,2022-09-04 08:05:55,"Alhamdulillah, aku baca ulasan lainnya mengalami kendala dan di hapeku ternyata enggak ada masalah dengan subtitle. Baru aja takut karena aku habis update. Ternyata aku cek masih baik-baik saja semuanya. Aku kasih bintang lima karena Netflix jarang bermasalah selama aku pakai sebulan terakhir. 👍🏻"
Tito Nivia,1,2022-09-04 05:12:42,Tidak bisah koneksi hp ke tv
Imelda Nova,5,2022-09-04 05:00:48,Ok punya....semoga kedepannya harga langganannya lebih murah dan lebih bersahabat lagi...😍😍
Jimmy 0hee,1,2022-09-03 16:55:13,"Maaf Netflix saya kasih bintang 1 ya karena aplikasi nya sudah di instal tapi masalah nya kenapa untuk mulai menonton tidak bisa? diminta masukan email sudah saya isi email dan sandi nya tapi tinggal di minta ulang-ulang terus untuk mengisi email dan sandi nya, mohon perhatian nya."
Nindy Juwita Erningtiyas,2,2022-09-03 12:17:52,Kenapa susah banget sih mau log in nya? Help
Sawitriani,1,2022-09-03 07:53:08,"Sumpah bingung banget sama APK ini,,, udah daftar tapi nggk bisa log in"
Kholis Hidayah,1,2022-09-03 04:35:47,Masuk nya susah keluar terus padhl email dan sandi benar😤
latiepah nm,3,2022-09-03 02:09:33,subtitle nya berubah ubah masa subtitle gede nya ngehalangin film
Horizon 9,2,2022-09-02 19:38:24,Tolong lakukan inovasi yg bagus seperti Disney. Tambahkan variasi menu dgn baik dan indah sehingga pengguna sangat nyaman. Dan juga tambahkan film-film klasik era-noir. Thanks
Haswinda Sandra,4,2022-09-02 07:17:01,"Netflix kenapa susah sekali update payment nya, jadi harus batalin keanggotaan terus tiap bulan, baru daftar baru lagi baru bisa dipakai"
Bocil Kematian,1,2022-09-02 05:01:51,Subtitle Indonesia tolong sedikit ditambah hitam ya biar keliatan
Kyai Haji. Farid Rismawan,1,2022-09-02 01:39:48,Mau menikmati stone ocean dengan normal aja gak bisa gara2 netflix. Yaudahlah lanjut baca manga-nya aja abis cour 2 ini.
Repan Lipek,1,2022-09-01 19:03:16,daftar aja nggak tau. apk jelek daftar aja mau pake pulsa. mampus aja yg buat apk ini.taikkkkk taiiii
Hendra putra Sinambela,2,2022-09-01 14:44:03,Semua film yg dicari kurang lengkap semua
yeshlaw,1,2022-09-01 08:12:46,"saya kira bisa liat-liat dulu dalemnya, ternyata ga bisa. mana ribet banget buat acc dulu trus keluar apk lanjutnya di web. mohon maaf, tidak rekomen."
Muhammad Rafli,1,2022-08-31 09:50:02,"Mau liat film² harus bayar dulu ya? Sayang sih, lebih enak liat² dulu baru nantinya mutusin buat berlangganan atau tidak"
Christian Yansen,2,2022-08-30 22:42:30,"setelah update, subtitle menyatu dengan background, waktu memasuki sebuah scene penuh dengan cahaya subtitle nya tidak kelihatan, semoga update kedepannya bisa balik seperti dulu lagi subtitle nya"
Junika ika,2,2022-08-30 16:54:44,Appnya error.mau berlangganan susahnya luar biasa
Song Dara,2,2022-08-30 16:43:53,"Kenapa tiba2 gabisa dibuka? Stuck di logo netflix, home nya ga muncul2"
Mohamad syafrizan Alwi,1,2022-08-30 10:21:42,"Aplikasi buruk,pelit,dan paling ribet cara masuknya,gw saranin ga usah download aplikasi pelit ini nanti nyesel"
Jesson Oktafian jayawinata,1,2022-08-30 09:35:41,"Film nya engga seru² semua ketinggalan semua, update cuman sedikit, saya lebih memilih pindah ke Disney hostar lebih murah"
Lervia Izzy,1,2022-08-30 07:14:37,Lg enak² ntn ke log out sendiri. Netflix ga jelas
LNJ Shopping,3,2022-08-30 04:02:25,"Subtittle nya di bikin warna kuning tebal saja tanpa background, klo warna putih dengan background jd kurang bagus saat menonton jd menutupi gambar dengan background hitam.hayo netflix berikan yg terbaik untuk penonton"
Zeneo Aiman,5,2022-08-29 14:01:01,"Bagus banget, tpi knp ya rating nya cuma dikit😮‍💨"
Anindhitaa L.W,3,2022-08-29 08:45:24,Bagus tetapi film yang bagus jangan dihilangkan. Peter pan saya pernah nonton di netlfix sekarang tida ada.
